epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,559.274,0.75906,0.53899,1.01922,0.97726,0.95186,0.98094,0.77174,0.67333,0.49286,0.96929,0.00115127,0.00115127,0.00115127
27,580.473,0.72586,0.52381,1.00827,0.94449,0.96496,0.98385,0.77126,0.63311,0.48227,0.97457,0.00113064,0.00113064,0.00113064
28,601.845,0.74906,0.55453,1.01579,0.95702,0.96218,0.98186,0.7702,0.65478,0.4772,0.98437,0.00111001,0.00111001,0.00111001
29,623.17,0.74779,0.54328,1.02447,0.94838,0.95633,0.9812,0.76064,0.67065,0.49553,0.98197,0.00108938,0.00108938,0.00108938
30,644.53,0.71523,0.5334,1.00657,0.94108,0.95306,0.97945,0.76335,0.66563,0.50343,0.96972,0.00106876,0.00106876,0.00106876
31,665.838,0.73732,0.52402,1.00898,0.96309,0.95537,0.98408,0.76956,0.65022,0.45732,0.96755,0.00104813,0.00104813,0.00104813
32,687.263,0.70792,0.50195,0.99742,0.95572,0.94372,0.97744,0.76752,0.69125,0.49737,0.98581,0.0010275,0.0010275,0.0010275
33,708.474,0.69084,0.50763,1.00075,0.95927,0.93092,0.97856,0.77245,0.65019,0.45387,0.97049,0.00100687,0.00100687,0.00100687
34,729.978,0.72346,0.51967,1.00591,0.93486,0.94057,0.97875,0.77639,0.68316,0.47154,0.97764,0.000986239,0.000986239,0.000986239
35,751.078,0.69357,0.50489,0.99605,0.96682,0.9474,0.98413,0.77066,0.62615,0.42258,0.95809,0.00096561,0.00096561,0.00096561
36,772.661,0.69303,0.49818,1.00202,0.9543,0.96431,0.98093,0.78121,0.64537,0.4372,0.97498,0.000944981,0.000944981,0.000944981
37,793.642,0.69598,0.49327,1.00038,0.96894,0.95761,0.98824,0.78085,0.63967,0.41961,0.97572,0.000924352,0.000924352,0.000924352
38,815.31,0.69581,0.49478,0.99463,0.94478,0.96749,0.98554,0.77245,0.65322,0.40733,0.97261,0.000903722,0.000903722,0.000903722
39,836.628,0.6736,0.47638,0.98519,0.96123,0.96313,0.98641,0.77976,0.638,0.40691,0.95096,0.000883093,0.000883093,0.000883093
40,857.8,0.68594,0.48572,0.99432,0.97785,0.96637,0.9892,0.79099,0.6512,0.4001,0.95106,0.000862464,0.000862464,0.000862464
41,879.074,0.68781,0.49451,0.99484,0.94468,0.98041,0.985,0.78395,0.61999,0.42117,0.95958,0.000841835,0.000841835,0.000841835
42,900.287,0.66554,0.46805,0.98225,0.97368,0.95956,0.9876,0.79039,0.6154,0.44888,0.96024,0.000821206,0.000821206,0.000821206
43,921.628,0.65982,0.4627,0.97918,0.95897,0.96897,0.98299,0.78379,0.65448,0.43176,0.95681,0.000800577,0.000800577,0.000800577
44,942.657,0.66571,0.47426,0.9829,0.96117,0.96666,0.97789,0.77649,0.66535,0.42275,0.98226,0.000779948,0.000779948,0.000779948
45,963.881,0.6521,0.47073,0.98281,0.97572,0.96554,0.98932,0.78817,0.61226,0.38907,0.94591,0.000759318,0.000759318,0.000759318
46,985.08,0.62942,0.44864,0.96579,0.96016,0.96331,0.9838,0.78507,0.62236,0.40975,0.9587,0.000738689,0.000738689,0.000738689
47,1006.44,0.64389,0.44733,0.97242,0.95916,0.96206,0.98335,0.77879,0.62748,0.38736,0.94209,0.00071806,0.00071806,0.00071806
48,1027.45,0.64796,0.44811,0.97713,0.97777,0.967,0.9842,0.78276,0.62854,0.37345,0.94931,0.000697431,0.000697431,0.000697431
49,1049.14,0.63809,0.44821,0.96975,0.9678,0.96092,0.98333,0.78771,0.61296,0.39256,0.95878,0.000676802,0.000676802,0.000676802
50,1070.14,0.64564,0.44805,0.97625,0.95647,0.96904,0.98656,0.78817,0.59174,0.37391,0.94946,0.000656173,0.000656173,0.000656173
51,1091.52,0.63205,0.45483,0.9764,0.96327,0.9588,0.98063,0.78142,0.60618,0.42773,0.95444,0.000635544,0.000635544,0.000635544
52,1112.64,0.61868,0.42524,0.96601,0.96138,0.95256,0.98477,0.79243,0.61621,0.39068,0.94363,0.000614915,0.000614915,0.000614915
53,1133.97,0.61108,0.42382,0.9605,0.96692,0.97429,0.98797,0.79744,0.6,0.3662,0.94332,0.000594286,0.000594286,0.000594286
54,1155.19,0.6161,0.42987,0.95788,0.95238,0.94454,0.9857,0.78986,0.63046,0.39645,0.95232,0.000573656,0.000573656,0.000573656
55,1176.39,0.6049,0.42537,0.95528,0.97712,0.97101,0.98985,0.79389,0.58807,0.36862,0.93121,0.000553027,0.000553027,0.000553027
56,1197.86,0.60526,0.41351,0.95232,0.97454,0.97418,0.98582,0.78934,0.59346,0.36108,0.95006,0.000532398,0.000532398,0.000532398
57,1219.07,0.60369,0.42898,0.95658,0.9761,0.9818,0.98837,0.79591,0.60659,0.34985,0.95672,0.000511769,0.000511769,0.000511769
58,1240.38,0.61183,0.42845,0.96475,0.97568,0.95888,0.98726,0.79479,0.59794,0.37128,0.93482,0.00049114,0.00049114,0.00049114
59,1261.71,0.60102,0.41016,0.95545,0.97219,0.97525,0.98501,0.80002,0.58478,0.35462,0.94242,0.000470511,0.000470511,0.000470511
60,1283.17,0.58934,0.40597,0.95152,0.97893,0.97104,0.98872,0.8007,0.56653,0.34971,0.93156,0.000449882,0.000449882,0.000449882
61,1304.3,0.58736,0.4081,0.95264,0.95012,0.97566,0.98792,0.79203,0.59052,0.36567,0.94973,0.000429253,0.000429253,0.000429253
62,1326.04,0.57415,0.3933,0.94003,0.97141,0.96928,0.98685,0.79486,0.61341,0.34001,0.95095,0.000408623,0.000408623,0.000408623
63,1347.07,0.59044,0.39509,0.9543,0.97661,0.9637,0.98484,0.78348,0.61442,0.35171,0.95414,0.000387994,0.000387994,0.000387994
64,1368.36,0.58616,0.40501,0.95206,0.97608,0.97023,0.98973,0.79891,0.58686,0.33479,0.94684,0.000367365,0.000367365,0.000367365
65,1389.59,0.58478,0.40414,0.95327,0.97784,0.97898,0.9872,0.7985,0.58642,0.34321,0.93831,0.000346736,0.000346736,0.000346736
66,1409.91,0.58367,0.39751,0.95136,0.98088,0.96823,0.98593,0.79988,0.57333,0.34227,0.93216,0.000326107,0.000326107,0.000326107
67,1429.96,0.57328,0.39007,0.94347,0.96677,0.96114,0.98519,0.79651,0.57773,0.34975,0.93302,0.000305478,0.000305478,0.000305478
68,1450.3,0.58714,0.38664,0.94963,0.96445,0.9553,0.98146,0.7954,0.59234,0.35297,0.9379,0.000284849,0.000284849,0.000284849
69,1470.18,0.56872,0.38877,0.94515,0.96017,0.97783,0.98672,0.79848,0.58965,0.35073,0.93849,0.00026422,0.00026422,0.00026422
70,1490.06,0.57001,0.38769,0.93968,0.97672,0.96334,0.98666,0.79781,0.59784,0.33597,0.93857,0.00024359,0.00024359,0.00024359
71,1519.53,0.5034,0.31781,0.91138,0.96942,0.96581,0.98611,0.80565,0.6034,0.35047,0.9519,0.000222961,0.000222961,0.000222961
72,1539.16,0.49402,0.31506,0.90735,0.97581,0.96769,0.98542,0.80594,0.58234,0.3449,0.94079,0.000202332,0.000202332,0.000202332
73,1558.62,0.48653,0.30688,0.90502,0.97671,0.96356,0.98964,0.80703,0.57474,0.32953,0.93901,0.000181703,0.000181703,0.000181703
74,1579,0.48506,0.30359,0.89986,0.97672,0.95874,0.9869,0.80013,0.57639,0.34375,0.93493,0.000161074,0.000161074,0.000161074
75,1599.74,0.47804,0.30585,0.90077,0.9714,0.97485,0.98567,0.79974,0.57847,0.34955,0.92904,0.000140445,0.000140445,0.000140445
76,1619.74,0.46871,0.30076,0.89722,0.97948,0.96555,0.98537,0.80303,0.58182,0.34494,0.93314,0.000119816,0.000119816,0.000119816
77,1640.54,0.46759,0.29639,0.89784,0.9782,0.96433,0.98754,0.79926,0.58403,0.3374,0.94499,9.91865e-05,9.91865e-05,9.91865e-05
78,1660.91,0.46886,0.29441,0.90178,0.97912,0.96741,0.98801,0.80791,0.56776,0.33424,0.93341,7.85574e-05,7.85574e-05,7.85574e-05
79,1681.76,0.45694,0.29142,0.88831,0.97594,0.96703,0.98575,0.80596,0.56293,0.33467,0.93137,5.79283e-05,5.79283e-05,5.79283e-05
80,1701.71,0.46287,0.29252,0.8935,0.98047,0.96684,0.98844,0.80625,0.56452,0.33065,0.93689,3.72991e-05,3.72991e-05,3.72991e-05
