epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,2792.31,0.71312,0.47598,0.95442,0.91849,0.90064,0.94215,0.74861,0.66148,0.57252,0.91796,0.000381899,0.000381899,0.000381899
31,2885.27,0.71123,0.47698,0.95593,0.92151,0.90701,0.95243,0.75712,0.6761,0.52268,0.92449,0.000352037,0.000352037,0.000352037
32,2978.84,0.7081,0.47198,0.95322,0.92652,0.90641,0.95332,0.76332,0.63526,0.50493,0.90908,0.000322778,0.000322778,0.000322778
33,3071.66,0.70256,0.46261,0.94367,0.92126,0.8847,0.94053,0.74879,0.63897,0.58132,0.91342,0.000294239,0.000294239,0.000294239
34,3164.69,0.69425,0.46038,0.94517,0.92562,0.91099,0.95431,0.76275,0.63444,0.49897,0.9009,0.000266532,0.000266532,0.000266532
35,3257.77,0.69583,0.46055,0.95176,0.93039,0.90171,0.95253,0.76404,0.63652,0.53918,0.90457,0.000239766,0.000239766,0.000239766
36,3351.1,0.68162,0.44807,0.94339,0.93428,0.91396,0.95571,0.76593,0.63745,0.5492,0.90319,0.000214046,0.000214046,0.000214046
37,3443.97,0.68337,0.44931,0.94332,0.9193,0.91505,0.95155,0.76137,0.63569,0.49846,0.89979,0.000189475,0.000189475,0.000189475
38,3535.64,0.67989,0.44376,0.93938,0.92977,0.91378,0.95424,0.76618,0.62526,0.51103,0.89132,0.000166149,0.000166149,0.000166149
39,3628.88,0.67726,0.44568,0.93688,0.92016,0.91775,0.95499,0.76618,0.6223,0.49946,0.89351,0.000144161,0.000144161,0.000144161
40,3722.38,0.67362,0.44472,0.94342,0.93542,0.90538,0.95563,0.77017,0.62558,0.48782,0.89288,0.000123596,0.000123596,0.000123596
41,3821.69,0.59856,0.37264,0.91472,0.9345,0.90768,0.95602,0.76964,0.62263,0.47756,0.8949,0.000104537,0.000104537,0.000104537
42,3912.69,0.58977,0.37214,0.90796,0.92846,0.90736,0.95342,0.76465,0.63176,0.47731,0.90556,8.70577e-05,8.70577e-05,8.70577e-05
43,4002.44,0.60119,0.38876,0.91468,0.9374,0.90382,0.95469,0.7691,0.62706,0.47783,0.90814,7.12282e-05,7.12282e-05,7.12282e-05
44,4092.81,0.5867,0.37664,0.91293,0.93368,0.91674,0.95619,0.77168,0.61992,0.45953,0.89837,5.71106e-05,5.71106e-05,5.71106e-05
45,4183.41,0.58147,0.36998,0.90293,0.9366,0.90655,0.95309,0.77119,0.623,0.47129,0.90149,4.47606e-05,4.47606e-05,4.47606e-05
46,4274.11,0.5752,0.35924,0.90958,0.93188,0.91154,0.95598,0.77216,0.61947,0.46709,0.89738,3.4227e-05,3.4227e-05,3.4227e-05
47,4365.32,0.57771,0.34843,0.90795,0.94158,0.90767,0.9562,0.77216,0.61905,0.46479,0.89811,2.55513e-05,2.55513e-05,2.55513e-05
48,4456.49,0.57184,0.36423,0.90601,0.93613,0.90689,0.95514,0.77034,0.62089,0.46508,0.90087,1.87678e-05,1.87678e-05,1.87678e-05
49,4546.49,0.56329,0.34226,0.90241,0.93272,0.91082,0.95575,0.77173,0.61989,0.45968,0.89736,1.39032e-05,1.39032e-05,1.39032e-05
50,4637.78,0.57689,0.34942,0.91168,0.93901,0.90884,0.95636,0.77207,0.62285,0.45985,0.90046,1.09768e-05,1.09768e-05,1.09768e-05
