epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,196.112,1.06211,0.79539,1.24718,0.93656,0.91569,0.95828,0.67062,1.05716,0.67903,1.35527,0.000944981,0.000944981,0.000944981
37,201.04,1.07206,0.78716,1.24461,0.91274,0.91311,0.965,0.66809,1.12245,0.79364,1.43268,0.000924352,0.000924352,0.000924352
38,206.079,1.0513,0.76195,1.2238,0.9654,0.94695,0.97662,0.68667,0.97334,0.58972,1.26217,0.000903722,0.000903722,0.000903722
39,211.17,1.02802,0.75237,1.23021,0.93721,0.96377,0.9698,0.70733,0.95283,0.60847,1.23187,0.000883093,0.000883093,0.000883093
40,216.228,1.0511,0.80552,1.25519,0.94288,0.96357,0.96571,0.68412,1.04196,0.60483,1.33743,0.000862464,0.000862464,0.000862464
41,221.232,1.03152,0.7384,1.21697,0.94955,0.94566,0.96138,0.68123,1.05423,0.60965,1.39617,0.000841835,0.000841835,0.000841835
42,226.266,1.04721,0.74724,1.24838,0.96363,0.93332,0.96979,0.66146,1.09344,0.68717,1.34391,0.000821206,0.000821206,0.000821206
43,231.237,1.04439,0.75268,1.23906,0.94312,0.95727,0.97135,0.69939,0.96073,0.61132,1.27136,0.000800577,0.000800577,0.000800577
44,236.135,1.03601,0.75493,1.23047,0.90383,0.94729,0.95142,0.67331,1.01775,0.65164,1.31976,0.000779948,0.000779948,0.000779948
45,241.154,0.99949,0.74555,1.20699,0.96826,0.90787,0.96514,0.67947,0.98256,0.65572,1.2942,0.000759318,0.000759318,0.000759318
46,246.499,0.99926,0.70214,1.19706,0.95697,0.9553,0.97739,0.70893,0.97213,0.56915,1.24925,0.000738689,0.000738689,0.000738689
47,251.983,1.01591,0.74549,1.22955,0.96269,0.95696,0.97977,0.70482,0.96319,0.53375,1.27311,0.00071806,0.00071806,0.00071806
48,257.366,1.00984,0.68952,1.2039,0.95631,0.94706,0.97706,0.70309,0.99063,0.58339,1.31073,0.000697431,0.000697431,0.000697431
49,262.768,1.02183,0.69092,1.21031,0.96126,0.96282,0.98002,0.70999,0.96006,0.53527,1.26746,0.000676802,0.000676802,0.000676802
50,268.141,0.99127,0.74363,1.22232,0.9656,0.94439,0.97691,0.68864,0.99586,0.58261,1.23748,0.000656173,0.000656173,0.000656173
51,273.6,0.96607,0.68034,1.1761,0.96252,0.95499,0.9762,0.712,0.93403,0.54542,1.22404,0.000635544,0.000635544,0.000635544
52,278.87,0.98341,0.66813,1.18985,0.96871,0.95156,0.97996,0.71087,0.95206,0.55475,1.23153,0.000614915,0.000614915,0.000614915
53,284.269,0.95207,0.65713,1.17554,0.97461,0.93542,0.97461,0.70277,0.98,0.52895,1.29235,0.000594286,0.000594286,0.000594286
54,289.556,0.94167,0.67221,1.16659,0.95441,0.96163,0.97993,0.70539,0.98232,0.52962,1.2689,0.000573656,0.000573656,0.000573656
55,294.88,0.92789,0.66019,1.16459,0.95784,0.92532,0.9772,0.69524,0.98645,0.54427,1.28365,0.000553027,0.000553027,0.000553027
56,300.317,0.94843,0.67386,1.17995,0.94725,0.9197,0.97118,0.70248,0.99144,0.56326,1.31144,0.000532398,0.000532398,0.000532398
57,305.629,0.93617,0.64996,1.16573,0.95677,0.92839,0.96861,0.70533,1.02183,0.54384,1.33739,0.000511769,0.000511769,0.000511769
58,311.114,0.94635,0.65083,1.18009,0.97022,0.94114,0.97637,0.71197,0.99028,0.51087,1.30862,0.00049114,0.00049114,0.00049114
59,316.437,0.92358,0.65596,1.15107,0.95254,0.94679,0.97597,0.718,0.98449,0.53432,1.28701,0.000470511,0.000470511,0.000470511
60,321.799,0.92226,0.63338,1.13963,0.96362,0.92176,0.97621,0.7104,0.98827,0.54277,1.2775,0.000449882,0.000449882,0.000449882
61,327.15,0.90975,0.62016,1.1432,0.9422,0.94061,0.96914,0.71313,0.98777,0.57811,1.29399,0.000429253,0.000429253,0.000429253
62,332.399,0.94036,0.64048,1.15812,0.9526,0.94571,0.97564,0.69941,0.98846,0.57579,1.33276,0.000408623,0.000408623,0.000408623
63,337.62,0.93974,0.63831,1.16162,0.95316,0.94646,0.97861,0.70702,0.97486,0.54077,1.30595,0.000387994,0.000387994,0.000387994
64,342.89,0.9242,0.62761,1.16535,0.9402,0.96041,0.97721,0.71761,0.95224,0.51504,1.27011,0.000367365,0.000367365,0.000367365
65,348.243,0.92075,0.64164,1.17258,0.93712,0.92426,0.97044,0.71618,0.97699,0.5601,1.30043,0.000346736,0.000346736,0.000346736
66,353.851,0.90862,0.61967,1.14666,0.96534,0.94719,0.97298,0.72335,0.93781,0.50612,1.26252,0.000326107,0.000326107,0.000326107
67,359.219,0.89725,0.60587,1.14395,0.95112,0.94648,0.97066,0.71216,0.92111,0.52155,1.23421,0.000305478,0.000305478,0.000305478
68,364.646,0.88544,0.61013,1.13333,0.95343,0.93583,0.96711,0.71188,0.92932,0.52863,1.24646,0.000284849,0.000284849,0.000284849
69,369.851,0.85568,0.57741,1.1232,0.95063,0.93748,0.96971,0.7104,0.9524,0.53945,1.28516,0.00026422,0.00026422,0.00026422
70,375.168,0.83997,0.57939,1.09686,0.96016,0.92922,0.97416,0.71935,0.93194,0.52045,1.25026,0.00024359,0.00024359,0.00024359
71,390.049,0.81971,0.51198,1.09928,0.95622,0.92748,0.97596,0.72587,0.93268,0.51195,1.2669,0.000222961,0.000222961,0.000222961
72,395.274,0.81285,0.49648,1.09212,0.94866,0.92598,0.96524,0.7153,0.96347,0.53712,1.31675,0.000202332,0.000202332,0.000202332
73,400.566,0.80317,0.50001,1.09101,0.94481,0.92473,0.95633,0.70649,0.96212,0.53256,1.2939,0.000181703,0.000181703,0.000181703
74,405.868,0.81359,0.50068,1.10533,0.95081,0.94138,0.96511,0.70733,0.95436,0.52258,1.29062,0.000161074,0.000161074,0.000161074
75,411.169,0.77179,0.4689,1.06691,0.95776,0.93786,0.97247,0.72083,0.96073,0.50597,1.29646,0.000140445,0.000140445,0.000140445
76,416.733,0.75777,0.45842,1.06377,0.96271,0.93921,0.97417,0.72168,0.93641,0.49534,1.27767,0.000119816,0.000119816,0.000119816
77,421.906,0.77441,0.45467,1.06964,0.95978,0.93489,0.97229,0.71807,0.92961,0.49937,1.28023,9.91865e-05,9.91865e-05,9.91865e-05
78,427.109,0.75336,0.45945,1.05881,0.95325,0.92915,0.9715,0.71719,0.94284,0.51086,1.2825,7.85574e-05,7.85574e-05,7.85574e-05
79,432.229,0.75543,0.45117,1.06471,0.9605,0.92827,0.97233,0.72097,0.93694,0.49852,1.28271,5.79283e-05,5.79283e-05,5.79283e-05
80,437.404,0.75143,0.45177,1.0586,0.96417,0.92685,0.97263,0.72764,0.9348,0.4947,1.27966,3.72991e-05,3.72991e-05,3.72991e-05
